ARO Accession	CVTERM ID	Model Sequence ID	Model ID	Model Name	ARO Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	CARD Short Name
ARO:3002321	38721	1710	769	KPC-11	KPC-11	ADH95186.1	HM066995.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-11
ARO:3002322	38722	1786	1177	KPC-12	KPC-12	ADZ75467.1	HQ641421.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-12
ARO:3002323	38723	1869	1851	KPC-13	KPC-13	AEA73284.1	HQ342889.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-13
ARO:3002324	38724	1971	494	KPC-14	KPC-14	AFV48348.1	JX524191.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-14
ARO:3002325	38725	2049	926	KPC-15	KPC-15	AGF70638.1	KC433553.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-15
ARO:3002326	38726	792	496	KPC-16	KPC-16	AGJ01153.1	KC465199.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-16
ARO:3002327	38727	873	2038	KPC-17	KPC-17	AGJ01154.1	KC465200.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-17
ARO:3002328	38728	6463	4091	KPC-18	KPC-18	AKO63215.1	KP681699.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-18
ARO:3002329	38729	954	873	KPC-19	KPC-19	AIH07017.1	KJ775801.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-19
ARO:3002312	38712	1032	1745	KPC-2	KPC-2	AAK70220.1	AY034847.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-2
ARO:3003145	39722	7094	4719	KPC-21	KPC-21	WP_063860711.1	NG_049254.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-21
ARO:3003180	39757	1112	1389	KPC-22	KPC-22	AIX87991.1	KM379100.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-22
ARO:3005356	43716	6464	4088	KPC-23	KPC-23	AWU66461.1	MH450213.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-23
ARO:3004496	42038	5343	3024	KPC-24	KPC-24	AKQ06274.1	KR052099.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-24
ARO:3005357	43717	6493	4089	KPC-25	KPC-25	WP_065419571.1	NG_051167.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-25
ARO:3005358	43718	6462	4090	KPC-26	KPC-26	ANY26940.1	KX619622.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-26
ARO:3005359	43719	6466	4092	KPC-27	KPC-27	AOR05747.1	KX828722.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-27
ARO:3005361	43721	6468	4094	KPC-28	KPC-28	APG42690.1	KY282958.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-28
ARO:3005360	43720	6467	4093	KPC-29	KPC-29	AQM40193.1	KY563764.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-29
ARO:3002313	38713	1192	1153	KPC-3	KPC-3	AAL05630.1	AF395881.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-3
ARO:3005364	43724	6471	4097	KPC-30	KPC-30	AQT03460.1	KY646302.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-30
ARO:3005362	43722	6469	4095	KPC-31	KPC-31	OKK72649.1	MAPH01000113.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-31
ARO:3005363	43723	6470	4096	KPC-32	KPC-32	OKL07573.1	MAPO01000050.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-32
ARO:3005365	43725	6472	4098	KPC-33	KPC-33	AUD37084.1	CP025144.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-33
ARO:3005366	43726	6473	4099	KPC-34	KPC-34	AMS25623.1	KU985429.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-34
ARO:3005367	43727	6474	4100	KPC-35	KPC-35	AWR93230.1	MH404098.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-35
ARO:3005368	43728	6475	4101	KPC-36	KPC-36	AXC08545.1	MH593787.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-36
ARO:3005369	43729	6476	4102	KPC-37	KPC-37	AXL13972.1	MH718730.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-37
ARO:3005370	43730	6477	4103	KPC-38	KPC-38	AYP70144.1	MK098861.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-38
ARO:3005371	43731	6478	4104	KPC-39	KPC-39	AYR04937.1	MK118771.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-39
ARO:3002314	38714	5884	454	KPC-4	KPC-4	ACA34343.1	EU447304.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-4
ARO:3005372	43732	6479	4105	KPC-40	KPC-40	RDT05676.1	QRBR01000058.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-40
ARO:3005373	43733	6480	4106	KPC-41	KPC-41	QBC36180.1	MK497255.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-41
ARO:3005374	43734	6481	4107	KPC-42	KPC-42	QBC75465.1	MK467612.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-42
ARO:3005375	43735	6482	4108	KPC-43	KPC-43	QBO66649.1	MK628511.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-43
ARO:3006186	44648	7095	4720	KPC-44	KPC-44	WP_140423311.1	NG_065427.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-44
ARO:3005376	43736	6483	4109	KPC-45	KPC-45	QDM39441.1	MN104596.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-45
ARO:3005377	43737	6484	4110	KPC-46	KPC-46	QED08959.1	MN267701.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-46
ARO:3005378	43738	6485	4111	KPC-49	KPC-49	QFX75995.1	MN619655.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-49
ARO:3002315	38715	8232	1012	KPC-5	KPC-5	ABY91240.1	EU400222.2	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-5
ARO:3005379	43739	6486	4112	KPC-50	KPC-50	QGJ02578.1	MN654342.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-50
ARO:3005380	43740	6487	4113	KPC-51	KPC-51	QGT31448.1	MN725731.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-51
ARO:3005381	43741	6488	4114	KPC-52	KPC-52	QGT31449.1	MN725732.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-52
ARO:3005382	43742	6489	4115	KPC-54	KPC-54	QHA33651.1	MN854706.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-54
ARO:3005383	43743	6490	4116	KPC-55	KPC-55	QIS31290.1	MT028409.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-55
ARO:3005384	43744	6491	4117	KPC-56	KPC-56	QIC04092.1	MT040751.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-56
ARO:3005385	43745	6492	4118	KPC-57	KPC-57	QJD09264.1	MT358626.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-57
ARO:3006187	44649	7096	4721	KPC-58	KPC-58	WP_179284320.1	NG_070177.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-58
ARO:3006188	44650	7097	4722	KPC-59	KPC-59	WP_179284322.1	NG_070178.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-59
ARO:3002316	38716	1437	1283	KPC-6	KPC-6	ACB71165.1	EU555534.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-6
ARO:3006189	44651	7098	4723	KPC-60	KPC-60	WP_179284324.1	NG_070179.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-60
ARO:3006190	44652	7099	4724	KPC-61	KPC-61	WP_179284328.1	NG_070180.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-61
ARO:3006191	44653	7100	4725	KPC-62	KPC-62	WP_204376229.1	NG_073465.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-62
ARO:3006192	44654	7101	4726	KPC-63	KPC-63	WP_204376230.1	NG_073466.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-63
ARO:3006193	44655	7102	4727	KPC-64	KPC-64	WP_204376231.1	NG_073467.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-64
ARO:3006194	44656	7103	4728	KPC-65	KPC-65	WP_204376232.1	NG_073468.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-65
ARO:3006195	44657	7104	4729	KPC-66	KPC-66	WP_188331871.1	NG_070739.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-66
ARO:3002317	38717	1517	1866	KPC-7	KPC-7	ACE62798.1	EU729727.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-7
ARO:3006196	44658	7105	4730	KPC-71	KPC-71	WP_194293134.1	NG_070895.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-71
ARO:3006197	44659	7106	4731	KPC-72	KPC-72	WP_188331872.1	NG_070740.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-72
ARO:3006198	44660	7107	4732	KPC-73	KPC-73	WP_188331873.1	NG_070741.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-73
ARO:3006199	44661	7108	4733	KPC-74	KPC-74	WP_188331874.1	NG_070742.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-74
ARO:3006200	44662	7109	4734	KPC-75	KPC-75	WP_188331875.1	NG_070743.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-75
ARO:3006201	44663	7110	4735	KPC-76	KPC-76	WP_194293135.1	NG_070896.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-76
ARO:3006202	44664	7111	4736	KPC-77	KPC-77	WP_194293136.1	NG_070897.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-77
ARO:3006203	44665	7112	4737	KPC-78	KPC-78	WP_197749403.1	NG_071204.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-78
ARO:3006204	44666	7113	4738	KPC-79	KPC-79	WP_197749404.1	NG_071205.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-79
ARO:3002318	38718	1870	162	KPC-8	KPC-8	ACI95258.1	FJ234412.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-8
ARO:3006205	44667	7114	4739	KPC-80	KPC-80	WP_204376233.1	NG_073469.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-80
ARO:3006206	44668	7115	4740	KPC-81	KPC-81	WP_204376234.1	NG_073470.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-81
ARO:3006207	44669	7116	4741	KPC-82	KPC-82	WP_202781289.1	NG_073471.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-82
ARO:3007089	45653	8442	5771	KPC-83	KPC-83	QRM14288.1	MW581775.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-83
ARO:3002319	38719	8408	755	KPC-9	KPC-9	ACM91559.1	FJ624872.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-9
ARO:3007087	45651	8441	5770	KPC-90	KPC-90	QXT58056.1	MZ570431.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-90
ARO:3007102	45670	8451	5776	KPC-93	KPC-93	QYZ75849.1	MZ569034.1	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	KPC-93
ARO:3000582	36721	1909	1619	L1 beta-lactamase	L1 beta-lactamase	CAB75346.1	AJ272109.1	L1 family beta-lactamase	cephalosporin	antibiotic inactivation	L1_BLA
ARO:3004825	42955	5818	3620	LAP-1	LAP-1	ABK58097.1	EF026092.1	LAP beta-lactamase	cephalosporin;penam;penem	antibiotic inactivation	LAP-1
ARO:3004826	42956	5819	3621	LAP-2	LAP-2	ABV89601.1	EU159120.1	LAP beta-lactamase	cephalosporin;penam;penem	antibiotic inactivation	LAP-2
ARO:3004292	41457	4197	2845	Laribacter hongkongensis ampC beta-lactamase	Laribacter hongkongensis ampC beta-lactamase	AAT46346.1	AY632076.1	ampC-type beta-lactamase	cephalosporin;penam	antibiotic inactivation	Lhon_ampC_BLA
ARO:3001857	38257	1988	1494	LAT-1	LAT-1	CAA55007.1	X78117.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	LAT-1
ARO:3002997	39431	775	901	LCR-1	LCR-1	CAA40146.1	X56809.1	LCR beta-lactamase	cephalosporin;penam	antibiotic inactivation	LCR-1
ARO:3002454	38854	776	482	LEN-1	LEN-1	CAA28198.1	X04515.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-1
ARO:3002460	38860	5592	514	LEN-10	LEN-10	CDA01504.1	CBBA010000184.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-10
ARO:3002461	38861	6132	1965	LEN-11	LEN-11	SAU22663.1	FLES01000010.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-11
ARO:3002462	38862	5845	1051	LEN-12	LEN-12	PXK69226.1	QIXO01000012.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-12
ARO:3002463	38863	6135	912	LEN-13	LEN-13	ADC58623.1	CP001891.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-13
ARO:3002477	38877	8427	200	LEN-14	LEN-14	AAP93847.1	AY265889.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-14
ARO:3002478	38878	1268	1861	LEN-15	LEN-15	AAL50725.1	AF452105.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-15
ARO:3002464	38864	1347	434	LEN-16	LEN-16	AAU89706.1	AY743416.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-16
ARO:3002473	38873	5820	3622	LEN-17	LEN-17	AAZ79401.1	DQ149134.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-17
ARO:3002465	38865	8140	1684	LEN-18	LEN-18	CAP12346.2	AM850908.2	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-18
ARO:3002466	38866	8274	1110	LEN-19	LEN-19	CAP12347.2	AM850909.2	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-19
ARO:3002455	38855	1580	999	LEN-2	LEN-2	AAK69830.1	AY037780.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-2
ARO:3002467	38867	8276	270	LEN-20	LEN-20	CAP12348.2	AM850910.2	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-20
ARO:3002468	38868	8266	233	LEN-21	LEN-21	CAP12349.2	AM850911.2	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-21
ARO:3002469	38869	8179	1467	LEN-22	LEN-22	CAP12350.2	AM850912.2	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-22
ARO:3002470	38870	8270	325	LEN-23	LEN-23	CAP12351.2	AM850913.2	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-23
ARO:3002471	38871	8217	1886	LEN-24	LEN-24	CAP12352.2	AM850914.2	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-24
ARO:3002479	38879	5821	3623	LEN-25	LEN-25	ADW77562.1	HQ709169.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-25
ARO:3002474	38874	5283	2333	LEN-26	LEN-26	AGB34168.1	JX124390.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-26
ARO:3006932	45394	7118	4743	LEN-27	LEN-27	WP_008804981.1	NG_068509.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-27
ARO:3006933	45395	7119	4744	LEN-28	LEN-28	WP_012541790.1	NG_060510.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-28
ARO:3002475	38875	8409	1074	LEN-3	LEN-3	AAN05030.1	AY130286.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-3
ARO:3004838	42972	5905	3634	LEN-30	LEN-30	SLY33602.1	FWOA01000001.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-30
ARO:3006934	45396	7120	4745	LEN-31	LEN-31	WP_016160983.1	NG_050605.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-31
ARO:3004839	42973	5906	3635	LEN-32	LEN-32	CEL85185.1	CDMV01000010.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-32
ARO:3004840	42974	5907	3636	LEN-34	LEN-34	CTQ12020.1	CXPB01000032.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-34
ARO:3004827	42957	5822	3624	LEN-35	LEN-35	ALK01318.1	KR738737.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-35
ARO:3004828	42958	5823	3625	LEN-36	LEN-36	ALK01319.1	KR738738.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-36
ARO:3004829	42959	5824	3626	LEN-37	LEN-37	ALK01320.1	KR738739.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-37
ARO:3004841	42975	5908	3637	LEN-38	LEN-38	AZA07954.1	MK161457.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-38
ARO:3004842	42977	5909	3638	LEN-39	LEN-39	AZA07955.1	MK161458.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-39
ARO:3002472	38872	8405	1503	LEN-4	LEN-4	AAN05031.1	AY130287.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-4
ARO:3004843	42978	5910	3639	LEN-40	LEN-40	AZA07956.1	MK161459.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-40
ARO:3004844	42979	5911	3640	LEN-41	LEN-41	AZA07958.1	MK161461.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-41
ARO:3004845	42980	5912	3641	LEN-42	LEN-42	AZA07959.1	MK161462.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-42
ARO:3004846	42981	5913	3642	LEN-43	LEN-43	AZA07957.1	MK161460.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-43
ARO:3002456	38856	874	1084	LEN-5	LEN-5	AAU25807.1	AY633109.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-5
ARO:3004847	42982	5915	3643	LEN-51	LEN-51	AYW19907.1	CP033631.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-51
ARO:3004848	42984	5916	3644	LEN-55	LEN-55	OZM21578.1	NLDD01000006.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-55
ARO:3004849	42985	5917	3645	LEN-58	LEN-58	SXE97430.1	UKAA01000001.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-58
ARO:3002476	38876	960	772	LEN-6	LEN-6	AAP93848.1	AY265890.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-6
ARO:3002457	38857	6134	1876	LEN-7	LEN-7	CTQ11867.1	CXPA01000063.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-7
ARO:3002458	38858	6133	386	LEN-8	LEN-8	CEP30258.1	CEGG01000030.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-8
ARO:3002459	38859	5358	216	LEN-9	LEN-9	AXA30439.1	CP016344.1	LEN beta-lactamase	penam;penem	antibiotic inactivation	LEN-9
ARO:3003967	40738	3766	2433	lfrA	lfrA	AAC43550.1	U40487.1	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux	lfrA
ARO:3006935	45397	7121	4746	LHK-1	LHK-1	WP_081666691.1	NG_056482.1	LHK beta-lactamase	carbapenem;cephalosporin	antibiotic inactivation	LHK-1
ARO:3006936	45398	7122	4747	LHK-2	LHK-2	WP_104531865.1	NG_056483.1	LHK beta-lactamase	carbapenem;cephalosporin	antibiotic inactivation	LHK-2
ARO:3006937	45399	7123	4748	LHK-3	LHK-3	WP_104531866.1	NG_056484.1	LHK beta-lactamase	carbapenem;cephalosporin	antibiotic inactivation	LHK-3
ARO:3006938	45400	7124	4749	LHK-4	LHK-4	WP_104531867.1	NG_056485.1	LHK beta-lactamase	carbapenem;cephalosporin	antibiotic inactivation	LHK-4
ARO:3006939	45401	7125	4750	LHK-5	LHK-5	WP_104531868.1	NG_056486.1	LHK beta-lactamase	carbapenem;cephalosporin	antibiotic inactivation	LHK-5
ARO:3006940	45402	7126	4751	LHK-6	LHK-6	WP_104531869.1	NG_056487.1	LHK beta-lactamase	carbapenem;cephalosporin	antibiotic inactivation	LHK-6
ARO:3002671	39105	688	1524	Limosilactobacillus reuteri cat-TC	Limosilactobacillus reuteri cat-TC	AAB53259.1	U75299.1	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation	Lreu_cat-TC
ARO:3004651	42676	5544	3361	lin	lin	AEO25219.1	CP002003.1	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation	lin
ARO:3002879	39313	4180	1873	linG	linG	ABG65740.1	DQ836009.1	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation	linG
ARO:3003770	40442	5223	2279	Listeria monocytogenes mprF	Listeria monocytogenes mprF	CAC99773.1	AL591981.1	defensin resistant mprF	peptide antibiotic	antibiotic target alteration	Lmon_mprF
ARO:3003982	40864	3855	2519	LlmA 23S ribosomal RNA methyltransferase	LlmA 23S ribosomal RNA methyltransferase	APB03216.1	KX531046.1	Llm 23S ribosomal RNA methyltransferase	lincosamide antibiotic	antibiotic target alteration	LlmA_23S_CLI
ARO:3005018	43209	6051	3761	LMB-1	LMB-1	AYD68552.1	MH475146.1	LMB beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	LMB-1
ARO:3003028	39462	5186	1966	lmrA	lmrA	CAA42550.1	X59926.1	ATP-binding cassette (ABC) antibiotic efflux pump	lincosamide antibiotic	antibiotic efflux;antibiotic target alteration	lmrA
ARO:3002813	39247	4568	592	lmrB	lmrB	KIX81495.1	JYFL01000006.1	ATP-binding cassette (ABC) antibiotic efflux pump	lincosamide antibiotic	antibiotic efflux	lmrB
ARO:3002881	39315	5185	974	lmrC	lmrC	ABX00624.1	EU124663.1	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	lincosamide antibiotic	antibiotic target protection	lmrC
ARO:3002882	39316	5589	1624	lmrD	lmrD	AYV52072.1	CP033607.1	ATP-binding cassette (ABC) antibiotic efflux pump	lincosamide antibiotic	antibiotic efflux	lmrD
ARO:3003969	40740	4602	2435	lmrP	lmrP	ABF33001.1	CP000259.1	major facilitator superfamily (MFS) antibiotic efflux pump	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic;tetracycline antibiotic	antibiotic efflux	lmrP
ARO:3002835	39269	5230	27	lnuA	lnuA	AAA26652.1	M14039.1	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation	lnuA
ARO:3002836	39270	5197	809	lnuB	lnuB	CAB41414.1	AJ238249.1	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation	lnuB
ARO:3002837	39271	110	376	lnuC	lnuC	AAY32951.1	AY928180.1	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation	lnuC
ARO:3002838	39272	153	1934	lnuD	lnuD	ABR14060.1	EF452177.1	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation	lnuD
ARO:3003762	40400	3515	2261	lnuE	lnuE	AGT57825.1	KF287643.1	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation	lnuE
ARO:3002839	39273	8158	1491	lnuF	lnuF	CAD91132.1	AJ561197.2	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation	lnuF
ARO:3004085	41189	4181	2749	lnuG	lnuG	APU52409.1	KX470419.1	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation	lnuG
ARO:3004601	42534	5200	3301	LnuP	LnuP	ACS83559.1	FJ589781.1	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation	LnuP
ARO:3004099	41207	4077	2758	LpeA	LpeA	CAH14032.1	CR628336.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux	LpeA
ARO:3004100	41209	4076	2759	LpeB	LpeB	CAH14033.1	CR628336.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux	LpeB
ARO:3005052	43253	6089	3794	LpsA	LpsA	ABG48543.1	DQ647421.1	Intrinsic peptide antibiotic resistant Lps	peptide antibiotic	reduced permeability to antibiotic	LpsA
ARO:3005051	43252	6088	3793	LpsB	LpsB	QFQ03949.1	CP045110.1	Intrinsic peptide antibiotic resistant Lps	peptide antibiotic	reduced permeability to antibiotic	LpsB
ARO:3005059	43261	6094	3799	LptD	LptD	AIA35096.1	CP007727.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminocoumarin antibiotic;carbapenem;peptide antibiotic;rifamycin antibiotic	antibiotic efflux	LptD
ARO:3003573	40183	4645	2249	LpxA	LpxA	AJF82049.1	CP010781.1	Acinetobacter mutant Lpx gene conferring resistance to colistin	peptide antibiotic	antibiotic target alteration	LpxA
